path,iamgeName,ImageNorth,ImageEast,ImageLenght,ImageWidth,DateTime,AverageSpeedInteger,AvgEIRI,AvgCIRI,ImageElevation
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30245999_30684653_20180825070742_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.24599917,30.68465389,1440,2560,8/25/2018 7:07,96,1.3,1.3,132
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30246386_30683623_20180825070746_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.24638639,30.68362361,1440,2560,8/25/2018 7:07,100,1.3,1.1,128
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30246727_30682847_20180825070749_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.24672694,30.68284694,1440,2560,8/25/2018 7:07,100,1.3,1.2,128
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30247754_30680735_20180825070757_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.24775389,30.68073583,1440,2560,8/25/2018 7:07,101,1.2,1.1,135
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30248106_30679910_20180825070800_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.24810667,30.67991056,1440,2560,8/25/2018 7:08,101,1.2,1.3,122
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30248641_30678967_20180825070804_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.24864083,30.6789675,1440,2560,8/25/2018 7:08,101,1.3,1.6,127
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30249036_30678216_20180825070807_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.24903583,30.67821639,1440,2560,8/25/2018 7:08,100,1.3,1.4,127
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30249515_30677260_20180825070811_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.249515,30.67726083,1440,2560,8/25/2018 7:08,99,1.4,1.3,126
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30250007_30676250_20180825070815_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.25000722,30.67625028,1440,2560,8/25/2018 7:08,98,1.4,1.7,126
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30250359_30675493_20180825070818_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.25035917,30.67549333,1440,2560,8/25/2018 7:08,99,1.3,1.6,126
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30256120_30664156_20180825070906_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.25612083,30.66415667,1440,2560,8/25/2018 7:09,98,1.3,1.4,129
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30256344_30663427_20180825070909_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.25634389,30.66342778,1440,2560,8/25/2018 7:09,96,1.3,1.6,124
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30256882_30662421_20180825070913_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.25688222,30.66242139,1440,2560,8/25/2018 7:09,100,1.2,1.5,127
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30257257_30661662_20180825070916_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.25725778,30.66166194,1440,2560,8/25/2018 7:09,101,1.3,1.4,126
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30257738_30660623_20180825070920_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.25773806,30.66062361,1440,2560,8/25/2018 7:09,102,1.3,1.2,124
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30258140_30659866_20180825070923_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.25814028,30.65986667,1440,2560,8/25/2018 7:09,101,1.4,1.6,126
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30258693_30658788_20180825070927_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.25869306,30.65878833,1440,2560,8/25/2018 7:09,103,1.4,1.3,129
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30259040_30657948_20180825070930_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.25904028,30.65794806,1440,2560,8/25/2018 7:09,104,1.2,1,130
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30259490_30656978_20180825070934_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.25949056,30.65697806,1440,2560,8/25/2018 7:09,102,1.3,1.2,127
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30259853_30656131_20180825070937_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.25985333,30.65613167,1440,2560,8/25/2018 7:09,103,1.2,1,126
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30260351_30655096_20180825070941_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26035139,30.65509639,1440,2560,8/25/2018 7:09,104,1.3,1.1,123
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30260730_30654330_20180825070944_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26073056,30.65433028,1440,2560,8/25/2018 7:09,103,1.7,1.5,121
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30261276_30653336_20180825070948_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26127639,30.65333667,1440,2560,8/25/2018 7:09,102,1.6,1.3,121
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30261676_30652565_20180825070951_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26167583,30.65256528,1440,2560,8/25/2018 7:09,102,1.2,1.1,120
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30262198_30651501_20180825070955_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26219861,30.65150167,1440,2560,8/25/2018 7:09,104,1.4,1.2,117
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30262603_30650739_20180825070958_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26260361,30.65073917,1440,2560,8/25/2018 7:09,104,1.5,1.6,115
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30263144_30649724_20180825071002_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26314417,30.64972417,1440,2560,8/25/2018 7:10,103,1.4,1.4,112
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30263502_30648984_20180825071005_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.2635025,30.64898389,1440,2560,8/25/2018 7:10,101,1.5,1.8,111
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30263983_30647939_20180825071009_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26398333,30.64793889,1440,2560,8/25/2018 7:10,103,1.5,1.8,110
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30264356_30647034_20180825071012_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26435639,30.64703472,1440,2560,8/25/2018 7:10,109,1.6,1.6,113
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30264797_30646245_20180825071015_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26479778,30.646245,1440,2560,8/25/2018 7:10,108,1.5,1.5,113
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30265350_30645094_20180825071019_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26535056,30.64509472,1440,2560,8/25/2018 7:10,110,2.1,1.8,113
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30265765_30644266_20180825071022_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26576528,30.64426667,1440,2560,8/25/2018 7:10,110,1.5,1.9,112
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30266221_30643422_20180825071025_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26622139,30.6434225,1440,2560,8/25/2018 7:10,112,1.8,1.7,114
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30266641_30642572_20180825071028_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26664167,30.64257194,1440,2560,8/25/2018 7:10,111,1.6,1.4,114
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30267179_30641461_20180825071032_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26717944,30.64146139,1440,2560,8/25/2018 7:10,109,1.5,1.6,114
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30267582_30640618_20180825071035_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26758222,30.64061861,1440,2560,8/25/2018 7:10,110,1.5,1.3,116
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30268003_30639792_20180825071038_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26800361,30.6397925,1440,2560,8/25/2018 7:10,110,1.6,1.3,117
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30268412_30638958_20180825071041_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26841278,30.63895833,1440,2560,8/25/2018 7:10,110,1.5,1.5,117
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30269087_30637469_20180825071046_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.2690875,30.63746944,1440,2560,8/25/2018 7:10,111,1.6,1.5,118
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30269390_30636962_20180825071048_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.26939056,30.63696194,1440,2560,8/25/2018 7:10,111,1.5,1.1,120
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30269785_30636161_20180825071051_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.269785,30.63616139,1440,2560,8/25/2018 7:10,111,1.6,1.5,117
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30270240_30635352_20180825071054_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.27024083,30.63535222,1440,2560,8/25/2018 7:10,112,1.7,2.2,116
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30270652_30634438_20180825071057_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.27065222,30.63443861,1440,2560,8/25/2018 7:10,113,1.5,1.1,116
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30271189_30633340_20180825071101_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.27118944,30.63334056,1440,2560,8/25/2018 7:11,109,1.8,1.5,116
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30271571_30632526_20180825071104_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.27157139,30.63252667,1440,2560,8/25/2018 7:11,106,1.6,1.9,116
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30271947_30631702_20180825071107_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.2719475,30.6317025,1440,2560,8/25/2018 7:11,105,1.4,1.3,117
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30272459_30630633_20180825071111_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.27245917,30.63063361,1440,2560,8/25/2018 7:11,105,1.4,1.6,117
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30276638_30621722_20180825071143_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.27663806,30.62172194,1440,2560,8/25/2018 7:11,107,1.4,1.3,105
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30276966_30621220_20180825071145_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.27696639,30.62122,1440,2560,8/25/2018 7:11,110,1.6,2,102
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30277395_30620387_20180825071148_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.27739528,30.6203875,1440,2560,8/25/2018 7:11,111,1.6,1.7,102
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30277823_30619554_20180825071151_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.27782389,30.61955472,1440,2560,8/25/2018 7:11,111,1.7,1.9,102
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30279611_30616147_20180825071203_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.27961139,30.61614722,1440,2560,8/25/2018 7:12,107,1.6,1.6,98
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30279763_30615947_20180825071204_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.27976306,30.61594778,1440,2560,8/25/2018 7:12,104,1.9,2,96
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30280225_30614886_20180825071208_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28022583,30.61488639,1440,2560,8/25/2018 7:12,103,1.7,1.9,100
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30280571_30614146_20180825071211_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28057111,30.61414667,1440,2560,8/25/2018 7:12,96,1.6,2,99
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30281030_30613208_20180825071215_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28103,30.61320833,1440,2560,8/25/2018 7:12,92,1.6,2.2,98
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30281516_30612281_20180825071219_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28151639,30.61228083,1440,2560,8/25/2018 7:12,93,1.5,1.9,101
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30282025_30611401_20180825071223_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28202556,30.61140167,1440,2560,8/25/2018 7:12,93,1.6,1.9,103
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30282501_30610417_20180825071227_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28250139,30.61041778,1440,2560,8/25/2018 7:12,95,1.4,1.7,105
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30282887_30609709_20180825071230_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.2828875,30.60970889,1440,2560,8/25/2018 7:12,98,1.5,1.8,105
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30283394_30608687_20180825071234_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28339444,30.6086875,1440,2560,8/25/2018 7:12,99,1.4,1.5,103
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30283934_30607676_20180825071238_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28393389,30.60767667,1440,2560,8/25/2018 7:12,102,1.5,1.4,101
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30284375_30606922_20180825071241_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28437556,30.60692194,1440,2560,8/25/2018 7:12,104,1.4,1.5,102
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30284818_30606140_20180825071244_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28481833,30.60614028,1440,2560,8/25/2018 7:12,105,1.5,1.5,104
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30285439_30605111_20180825071248_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28543944,30.60511111,1440,2560,8/25/2018 7:12,107,1.7,1.7,106
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30285890_30604355_20180825071251_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28589,30.604355,1440,2560,8/25/2018 7:12,106,1.6,1.4,104
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30286355_30603588_20180825071254_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28635556,30.60358806,1440,2560,8/25/2018 7:12,108,1.5,1.5,105
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30286978_30602578_20180825071258_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28697806,30.60257861,1440,2560,8/25/2018 7:12,107,1.5,1.6,103
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30287424_30601829_20180825071301_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28742417,30.60182944,1440,2560,8/25/2018 7:13,105,1.5,1.1,103
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30288043_30600799_20180825071305_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28804333,30.60079889,1440,2560,8/25/2018 7:13,109,1.4,1.4,99
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30288503_30600010_20180825071308_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28850306,30.60001083,1440,2560,8/25/2018 7:13,108,1.3,1.4,99
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30288946_30599259_20180825071311_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28894583,30.59925917,1440,2560,8/25/2018 7:13,105,1.4,1.3,100
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30289510_30598319_20180825071315_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28951083,30.59831944,1440,2560,8/25/2018 7:13,101,1.3,1.1,99
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30289940_30597602_20180825071318_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.28994028,30.5976025,1440,2560,8/25/2018 7:13,99,1.5,1.6,99
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30290513_30596625_20180825071322_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.29051333,30.59662528,1440,2560,8/25/2018 7:13,101,1.5,1.4,99
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30290907_30595905_20180825071325_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.29090778,30.59590583,1440,2560,8/25/2018 7:13,100,1.3,1,100
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30291433_30594851_20180825071329_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.29143333,30.59485111,1440,2560,8/25/2018 7:13,101,1.3,1.1,100
,,,,,,,,,,
H:/Master Research/04-Proposal for Methodology/Roadroid Survey/04- 25-08-2018 Cairo-Alex Disert Road,867363024672796_30291976_30593821_20180825071333_0_M_e804b884-9078-48f4-bb80-016f35e74bbd.jpg,30.29197639,30.59382139,1440,2560,8/25/2018 7:13,102,1.2,1.1,102
